date,ticker,pattern,score,structure,volume,readiness,regime,accum_ratio,volume_ratio,height_pct,touches,hold_return,hold_win,mfe,mae,market_return,market_beat,traded,trade_return,exit_reason
2023-04-14,FFIV,ascending_triangle,23.9,4.9,12.0,7.0,bull_medium,0.769,1.09,10.3,4,-0.07681732301444655,False,0.004534861155392589,-0.12704405034582855,0.004807374728515557,False,False,,no_trigger
2023-04-14,BRK-B,flat_base,23.9,7.8,8.4,7.7,bull_medium,0.615,0.72,9.2,0,0.0260773743523115,True,0.026889397324555864,-0.0037476956942005257,0.004807374728515557,True,True,0.019233714263901636,time
2023-04-14,AXON,ascending_triangle,23.8,6.6,7.6,9.5,bull_medium,0.538,0.79,9.9,5,-0.06351108127170135,False,0.01684441460503483,-0.07679999457465281,0.004807374728515557,False,True,-0.03853333333333331,stop
2023-04-14,BLK,volatility_compression,23.8,9.1,12.0,2.6,bull_medium,0.615,0.93,11.6,0,-0.02911764884838075,False,0.01432032208656464,-0.0635152437369989,0.004807374728515557,False,False,,no_trigger
2023-04-14,FTV,volatility_compression,23.7,6.8,10.9,6.0,bull_medium,0.615,1.14,7.5,0,-0.06436308001838464,False,0.007785892366090508,-0.07014681485151708,0.004807374728515557,False,False,,no_trigger
2023-04-14,BDX,flat_base,23.7,8.7,9.5,5.5,bull_medium,0.615,0.82,11.7,0,0.03266262466748504,True,0.03563197514062044,-0.009689434266841657,0.004807374728515557,True,True,0.019306156959800536,time
2023-04-14,CMG,bull_flag,23.7,6.0,7.8,9.8,bull_medium,0.538,0.8,4.5,0,0.18284905081032865,True,0.18478258734685826,-0.0053431950971100095,0.004807374728515557,True,True,0.039473711432111314,target
2023-04-14,CMG,volatility_compression,23.6,7.5,6.3,9.8,bull_medium,0.538,0.8,8.7,0,0.18284905081032865,True,0.18478258734685826,-0.0053431950971100095,0.004807374728515557,True,True,0.039473711432111314,target
2023-04-14,LNT,flat_base,23.6,7.3,10.0,6.4,bull_medium,0.692,0.75,11.0,0,0.01869647227186033,True,0.025100670027747185,-0.008061685657152151,0.004807374728515557,True,True,-0.0055080391564040765,time
2023-04-14,F,volatility_compression,23.5,10.9,8.1,4.5,bull_medium,0.538,0.82,15.7,0,-0.037729842185259876,False,0.020800065426522796,-0.0759999850942702,0.004807374728515557,False,False,,no_trigger
2023-04-14,HCA,flat_base,23.4,11.3,4.5,7.6,bull_medium,0.462,1.16,15.6,0,0.05249077329562013,True,0.07699638630124706,-0.015677682876746868,0.004807374728515557,True,True,-0.002064317494422263,target
2023-04-14,BIIB,volatility_compression,23.4,8.5,6.6,8.4,bull_medium,0.538,0.69,10.5,0,0.03479595573580996,True,0.03911564625850339,-0.06496600715481504,0.004807374728515557,True,True,-0.035272108843537375,stop
2023-04-14,CVX,volatility_compression,23.3,9.8,4.0,9.4,bull_medium,0.462,0.7,12.9,0,-0.022101056662103158,False,0.0008700846743745494,-0.04837867542755936,0.004807374728515557,False,False,,no_trigger
2023-04-14,AMZN,bull_flag,23.3,5.5,9.7,8.1,bull_medium,0.615,0.89,7.7,0,0.022198460690574073,True,0.07464130161785176,-0.017157853912630916,0.004807374728515557,True,True,0.009187452849480193,time
2023-04-14,CME,volatility_compression,23.2,8.4,10.2,4.5,bull_medium,0.615,0.7,10.4,0,-0.02365074548720647,False,0.01765883327356521,-0.04004855202943003,0.004807374728515557,False,False,,no_trigger
2023-04-14,FSLR,ascending_triangle,23.2,8.8,9.9,4.5,bull_medium,0.615,0.66,13.8,5,-0.12305473339443196,False,0.06570609094663493,-0.180835708205337,0.004807374728515557,False,True,-0.04927298418341752,stop
2023-04-14,CAH,flat_base,23.1,11.6,2.6,8.9,bull_medium,0.308,0.8,16.1,0,0.01684402890216785,True,0.021055125252503748,-0.027495724479215222,0.004807374728515557,True,True,0.009349437774863745,time
2023-04-14,CIEN,flat_base,23.1,11.3,9.8,2.1,bull_medium,0.692,0.72,15.5,0,-0.09316524521545522,False,0.0,-0.12566478256037938,0.004807374728515557,False,False,,no_trigger
2023-04-14,FISV,ascending_triangle,23.1,7.3,8.5,7.4,bull_medium,0.615,0.74,8.3,1,0.056492833424814703,True,0.05882864665796994,-0.001816758293328391,0.004807374728515557,True,True,0.04152611656875638,target
2023-04-14,FTNT,bull_flag,23.1,6.6,9.6,6.9,bull_medium,0.615,0.87,7.1,0,-0.07767702349152605,False,0.005997601361237503,-0.09698655659624544,0.004807374728515557,False,False,,no_trigger
2023-04-14,APD,volatility_compression,23.1,8.1,8.7,6.3,bull_medium,0.615,0.5,9.7,0,0.025537275656392522,True,0.028394145200985044,-0.012158875170247052,0.004807374728515557,True,True,0.012707191733791756,time
2023-04-14,ACGL,flat_base,23.0,13.1,5.2,4.7,bull_medium,0.538,0.7,18.8,0,0.06861205308452911,True,0.07330958786058583,-0.008683282709630702,0.004807374728515557,True,True,0.036352341460295534,time
2023-04-14,ABBV,volatility_compression,23.0,7.0,9.2,6.9,bull_medium,0.615,0.57,7.7,0,-0.06669956709766933,False,0.02643264679232482,-0.09115596295895712,0.004807374728515557,False,True,-0.021709260785930162,stop
2023-04-14,EXPD,volatility_compression,22.5,7.5,6.3,8.7,bull_medium,0.538,0.71,8.7,0,0.01642845202484522,True,0.023571335806217064,-0.04973217659509954,0.004807374728515557,True,True,0.009265432732209922,time
2023-04-14,HPQ,ascending_triangle,22.4,9.4,6.5,6.5,bull_medium,0.538,0.87,12.2,3,-0.032247524837549224,False,0.025081443746028276,-0.06449502362063853,0.004807374728515557,False,True,0.018310614553948668,target
2023-04-14,FDX,flat_base,22.4,13.3,3.4,5.7,bull_medium,0.462,0.87,19.1,0,-0.012870844748658072,False,0.00819077902914822,-0.039219637152028475,0.004807374728515557,False,False,,no_trigger
2023-04-14,COP,volatility_compression,22.4,11.0,4.2,7.2,bull_medium,0.308,0.8,16.0,0,-0.036610546323283755,False,0.00833332738031034,-0.06694742267762133,0.004807374728515557,False,False,,no_trigger
2023-04-14,ABT,volatility_compression,22.3,4.0,10.6,7.6,bull_medium,0.615,0.91,8.7,0,0.06221176975396814,True,0.08365394963253148,-0.0006730806108272702,0.004807374728515557,True,True,0.03426178662275592,target
2023-04-14,EXR,symmetrical_triangle,22.3,4.6,12.0,5.8,bull_medium,0.769,1.16,12.4,5,-0.024258617551260575,False,0.004877387184654802,-0.04460267743910584,0.004807374728515557,False,False,,no_trigger
2023-04-14,DHI,ascending_triangle,22.3,8.7,4.5,9.1,bull_medium,0.462,1.02,10.9,5,0.11889957545034124,True,0.12450333494579291,-0.0023433861778693332,0.004807374728515557,True,True,0.05239037600249974,target
2023-04-14,ADBE,volatility_compression,22.2,7.8,6.6,7.8,bull_medium,0.538,0.63,9.3,0,-0.0054002472855665395,False,0.008930256787892388,-0.05890252157317355,0.004807374728515557,False,False,,no_trigger
2023-04-14,GE,bull_flag,22.2,6.6,9.2,6.5,bull_medium,0.583,0.9,9.7,0,0.035034385537214385,True,0.06682700064657121,-0.001464137186805159,0.004807374728515557,True,True,0.009246334336719286,time
2023-04-14,HLT,ascending_triangle,22.1,10.3,3.9,7.9,bull_medium,0.462,0.93,13.8,2,-0.0052492689702243744,False,0.028526333531245562,-0.04061339482981252,0.004807374728515557,False,True,-0.03174494343503598,stop
2023-04-14,CRH,symmetrical_triangle,22.0,8.3,9.7,4.1,bull_medium,0.692,0.67,10.1,5,-0.014628145772321077,False,0.019910610666856732,-0.029053233028156877,0.004807374728515557,False,False,,no_trigger
2023-04-14,COST,ascending_triangle,22.0,4.2,11.2,6.6,bull_medium,0.692,0.88,8.2,4,0.02120666493943446,True,0.04131746998371888,-0.0032875279609256847,0.004807374728515557,True,True,0.009646397340190127,time
2023-04-14,HPQ,volatility_compression,22.0,9.0,8.5,4.5,bull_medium,0.538,0.87,11.4,0,-0.032247524837549224,False,0.025081443746028276,-0.06449502362063853,0.004807374728515557,False,True,-0.031471808777035926,stop
